NAME	TITLE	SCORE	
PHF20	PHD finger protein 20 [Source:HGNC Symbol;Acc:HGNC:16098]	-0.96301645	
BRWD1	bromodomain and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:12760]	-0.96411353	
HOXD10	homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133]	-0.9646986	
MAP3K9	mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]	-0.9655626	
TBC1D13	TBC1 domain family member 13 [Source:HGNC Symbol;Acc:HGNC:25571]	-0.96826094	
ITPK1	inositol-tetrakisphosphate 1-kinase [Source:HGNC Symbol;Acc:HGNC:6177]	-0.9683693	
SHPK	sedoheptulokinase [Source:HGNC Symbol;Acc:HGNC:1492]	-0.96843666	
MGST3	microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]	-0.9702097	
FRS2	fibroblast growth factor receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:16971]	-0.97117925	
ADGRG1	adhesion G protein-coupled receptor G1 [Source:HGNC Symbol;Acc:HGNC:4512]	-0.97164243	
E2F6	E2F transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3120]	-0.97370964	
CYP2U1	cytochrome P450 family 2 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:20582]	-0.974297	
PSMD11	proteasome 26S subunit, non-ATPase 11 [Source:HGNC Symbol;Acc:HGNC:9556]	-0.9754793	
WBP2	WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738]	-0.97559524	
ETAA1	ETAA1 activator of ATR kinase [Source:HGNC Symbol;Acc:HGNC:24648]	-0.97682995	
MRPL11	mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]	-0.97691524	
ATXN2L	ataxin 2 like [Source:HGNC Symbol;Acc:HGNC:31326]	-0.977136	
PPP6C	protein phosphatase 6 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9323]	-0.9776282	
KLF7	KLF transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]	-0.9777434	
C2orf69	chromosome 2 open reading frame 69 [Source:HGNC Symbol;Acc:HGNC:26799]	-0.9783782	
PEG10	paternally expressed 10 [Source:HGNC Symbol;Acc:HGNC:14005]	-0.9788417	
CHMP4C	charged multivesicular body protein 4C [Source:HGNC Symbol;Acc:HGNC:30599]	-0.97887415	
RSL1D1	ribosomal L1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24534]	-0.9792131	
ATMIN	ATM interactor [Source:HGNC Symbol;Acc:HGNC:29034]	-0.9792906	
ARGLU1	arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:25482]	-0.97942716	
CCDC50	coiled-coil domain containing 50 [Source:HGNC Symbol;Acc:HGNC:18111]	-0.9798761	
SLBP	stem-loop histone mRNA binding protein [Source:HGNC Symbol;Acc:HGNC:10904]	-0.9805077	
LUC7L3	LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]	-0.9808949	
DIPK2A	divergent protein kinase domain 2A [Source:HGNC Symbol;Acc:HGNC:28490]	-0.98090965	
NEMF	nuclear export mediator factor [Source:HGNC Symbol;Acc:HGNC:10663]	-0.9815065	
ATXN7L3B	ataxin 7 like 3B [Source:HGNC Symbol;Acc:HGNC:37931]	-0.9831327	
TES	testin LIM domain protein [Source:HGNC Symbol;Acc:HGNC:14620]	-0.98327863	
PNO1	partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]	-0.98337764	
FUT2	fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4013]	-0.9834209	
MARS1	methionyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6898]	-0.9837323	
TANK	TRAF family member associated NFKB activator [Source:HGNC Symbol;Acc:HGNC:11562]	-0.9838786	
MYO18A	myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104]	-0.98438454	
SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35 [Source:HGNC Symbol;Acc:HGNC:30852]	-0.98514485	
UBE2K	ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914]	-0.9855778	
ARFGEF3	ARFGEF family member 3 [Source:HGNC Symbol;Acc:HGNC:21213]	-0.9859712	
IFNGR2	interferon gamma receptor 2 [Source:HGNC Symbol;Acc:HGNC:5440]	-0.9860618	
ZMYM5	zinc finger MYM-type containing 5 [Source:HGNC Symbol;Acc:HGNC:13029]	-0.9861966	
USP10	ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]	-0.987115	
AKR1B10	aldo-keto reductase family 1 member B10 [Source:HGNC Symbol;Acc:HGNC:382]	-0.98755	
MBIP	MAP3K12 binding inhibitory protein 1 [Source:HGNC Symbol;Acc:HGNC:20427]	-0.98852044	
CEP120	centrosomal protein 120 [Source:HGNC Symbol;Acc:HGNC:26690]	-0.98897165	
TMEM123	transmembrane protein 123 [Source:HGNC Symbol;Acc:HGNC:30138]	-0.9894606	
IFNGR1	interferon gamma receptor 1 [Source:HGNC Symbol;Acc:HGNC:5439]	-0.9910587	
NFATC3	nuclear factor of activated T cells 3 [Source:HGNC Symbol;Acc:HGNC:7777]	-0.9913065	
FAM89A	family with sequence similarity 89 member A [Source:HGNC Symbol;Acc:HGNC:25057]	-0.99204004	
SRSF4	serine and arginine rich splicing factor 4 [Source:HGNC Symbol;Acc:HGNC:10786]	-0.9936755	
SAPCD2	suppressor APC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28055]	-0.99459684	
MCM6	minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]	-0.9954014	
CTNNB1	catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]	-0.9954088	
GON4L	gon-4 like [Source:HGNC Symbol;Acc:HGNC:25973]	-0.9960794	
ANAPC7	anaphase promoting complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:17380]	-0.9962628	
PSAT1	phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]	-0.9962854	
TAF9	TATA-box binding protein associated factor 9 [Source:HGNC Symbol;Acc:HGNC:11542]	-0.99828154	
SLC44A1	solute carrier family 44 member 1 [Source:HGNC Symbol;Acc:HGNC:18798]	-0.99864715	
CDC42BPA	CDC42 binding protein kinase alpha [Source:HGNC Symbol;Acc:HGNC:1737]	-0.99945086	
IMMP1L	inner mitochondrial membrane peptidase subunit 1 [Source:HGNC Symbol;Acc:HGNC:26317]	-0.9995186	
POLR2D	RNA polymerase II subunit D [Source:HGNC Symbol;Acc:HGNC:9191]	-1.00204	
CCNA2	cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578]	-1.0022546	
PNISR	PNN interacting serine and arginine rich protein [Source:HGNC Symbol;Acc:HGNC:21222]	-1.0027496	
CEP95	centrosomal protein 95 [Source:HGNC Symbol;Acc:HGNC:25141]	-1.0028268	
WDR44	WD repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:30512]	-1.0033377	
CHAF1A	chromatin assembly factor 1 subunit A [Source:HGNC Symbol;Acc:HGNC:1910]	-1.0053633	
SF3B6	splicing factor 3b subunit 6 [Source:HGNC Symbol;Acc:HGNC:30096]	-1.0057919	
ETV5	ETS variant transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3494]	-1.0058947	
TIAL1	TIA1 cytotoxic granule associated RNA binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11804]	-1.0070974	
INAFM2	InaF motif containing 2 [Source:HGNC Symbol;Acc:HGNC:35165]	-1.0075084	
UBR1	ubiquitin protein ligase E3 component n-recognin 1 [Source:HGNC Symbol;Acc:HGNC:16808]	-1.0078595	
REST	RE1 silencing transcription factor [Source:HGNC Symbol;Acc:HGNC:9966]	-1.0085388	
UBE2W	ubiquitin conjugating enzyme E2 W [Source:HGNC Symbol;Acc:HGNC:25616]	-1.0095174	
COPS9	COP9 signalosome subunit 9 [Source:HGNC Symbol;Acc:HGNC:21314]	-1.0104128	
LZIC	leucine zipper and CTNNBIP1 domain containing [Source:HGNC Symbol;Acc:HGNC:17497]	-1.0109847	
PPCDC	phosphopantothenoylcysteine decarboxylase [Source:HGNC Symbol;Acc:HGNC:28107]	-1.0111217	
PA2G4P4	proliferation-associated 2G4 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:32217]	-1.0113066	
SDE2	SDE2 telomere maintenance homolog [Source:HGNC Symbol;Acc:HGNC:26643]	-1.0132282	
DDI2	DNA damage inducible 1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:24578]	-1.0135164	
GPATCH1	G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24658]	-1.0150082	
ZFYVE16	zinc finger FYVE-type containing 16 [Source:HGNC Symbol;Acc:HGNC:20756]	-1.0150461	
NHSL1	NHS like 1 [Source:HGNC Symbol;Acc:HGNC:21021]	-1.015606	
LRCH1	leucine rich repeats and calponin homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309]	-1.0158587	
DNAAF2	dynein axonemal assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:20188]	-1.0158587	
ACP2	acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]	-1.0158587	
SLC5A6	solute carrier family 5 member 6 [Source:HGNC Symbol;Acc:HGNC:11041]	-1.0158587	
RIPK2	receptor interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:10020]	-1.0158587	
ZNF696	zinc finger protein 696 [Source:HGNC Symbol;Acc:HGNC:25872]	-1.0158587	
NUFIP1	nuclear FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8057]	-1.0158587	
FNIP2	folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280]	-1.0158587	
GMPPB	GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:HGNC:22932]	-1.0158587	
GPD2	glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]	-1.0159607	
LRRC41	leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917]	-1.016654	
RBM7	RNA binding motif protein 7 [Source:HGNC Symbol;Acc:HGNC:9904]	-1.0177469	
ARHGEF39	Rho guanine nucleotide exchange factor 39 [Source:HGNC Symbol;Acc:HGNC:25909]	-1.0187598	
HSD17B6	hydroxysteroid 17-beta dehydrogenase 6 [Source:HGNC Symbol;Acc:HGNC:23316]	-1.0188227	
NDUFB11	NADH:ubiquinone oxidoreductase subunit B11 [Source:HGNC Symbol;Acc:HGNC:20372]	-1.0191278	
KIFAP3	kinesin associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060]	-1.0191735	
MRPS9	mitochondrial ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:14501]	-1.019211	
ALDH5A1	aldehyde dehydrogenase 5 family member A1 [Source:HGNC Symbol;Acc:HGNC:408]	-1.0194954	
PHYH	phytanoyl-CoA 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:8940]	-1.0194954	
UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:34399]	-1.0196012	
BTN3A2	butyrophilin subfamily 3 member A2 [Source:HGNC Symbol;Acc:HGNC:1139]	-1.0198255	
CSTF2T	cleavage stimulation factor subunit 2 tau variant [Source:HGNC Symbol;Acc:HGNC:17086]	-1.0205226	
RABGAP1	RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]	-1.0208428	
MYLK	myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590]	-1.0212429	
ACAD11	acyl-CoA dehydrogenase family member 11 [Source:HGNC Symbol;Acc:HGNC:30211]	-1.0213159	
FKTN	fukutin [Source:HGNC Symbol;Acc:HGNC:3622]	-1.0224373	
TDRD3	tudor domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20612]	-1.0228015	
LAMB1	laminin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6486]	-1.0236406	
DCTN1	dynactin subunit 1 [Source:HGNC Symbol;Acc:HGNC:2711]	-1.0249323	
SRR	serine racemase [Source:HGNC Symbol;Acc:HGNC:14398]	-1.02497	
DNAAF3	dynein axonemal assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:30492]	-1.02497	
FSIP1	fibrous sheath interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21674]	-1.02497	
ARTN	artemin [Source:HGNC Symbol;Acc:HGNC:727]	-1.02497	
NDRG4	NDRG family member 4 [Source:HGNC Symbol;Acc:HGNC:14466]	-1.02497	
MECR	mitochondrial trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:19691]	-1.02497	
NAGLU	N-acetyl-alpha-glucosaminidase [Source:HGNC Symbol;Acc:HGNC:7632]	-1.02497	
LACC1	laccase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26789]	-1.02497	
RPS18P9	ribosomal protein S18 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:36483]	-1.02497	
EFNA4	ephrin A4 [Source:HGNC Symbol;Acc:HGNC:3224]	-1.02497	
LRRC8E	leucine rich repeat containing 8 VRAC subunit E [Source:HGNC Symbol;Acc:HGNC:26272]	-1.02497	
LYSMD2	LysM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28571]	-1.02497	
KIF27	kinesin family member 27 [Source:HGNC Symbol;Acc:HGNC:18632]	-1.02497	
NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]	-1.02497	
OTOP2	otopetrin 2 [Source:HGNC Symbol;Acc:HGNC:19657]	-1.02497	
SLC25A43	solute carrier family 25 member 43 [Source:HGNC Symbol;Acc:HGNC:30557]	-1.02497	
FZD4	frizzled class receptor 4 [Source:HGNC Symbol;Acc:HGNC:4042]	-1.02497	
BET1L	Bet1 golgi vesicular membrane trafficking protein like [Source:HGNC Symbol;Acc:HGNC:19348]	-1.02497	
DNAJB6P3	DNAJB6 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:54756]	-1.02497	
HRAS	HRas proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:5173]	-1.02497	
TDO2	tryptophan 2,3-dioxygenase [Source:HGNC Symbol;Acc:HGNC:11708]	-1.02497	
PORCN	porcupine O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:17652]	-1.02497	
TIGD6	tigger transposable element derived 6 [Source:HGNC Symbol;Acc:HGNC:18332]	-1.02497	
DSCC1	DNA replication and sister chromatid cohesion 1 [Source:HGNC Symbol;Acc:HGNC:24453]	-1.02497	
NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase [Source:HGNC Symbol;Acc:HGNC:8016]	-1.0252347	
PLCG1	phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065]	-1.0258057	
CMTM4	CKLF like MARVEL transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19175]	-1.0259742	
ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:28287]	-1.0266751	
TSEN2	tRNA splicing endonuclease subunit 2 [Source:HGNC Symbol;Acc:HGNC:28422]	-1.0269638	
BNIP1	BCL2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1082]	-1.0287585	
PRTFDC1	phosphoribosyl transferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23333]	-1.029815	
SFR1	SWI5 dependent homologous recombination repair protein 1 [Source:HGNC Symbol;Acc:HGNC:29574]	-1.0304743	
WASF2	WASP family member 2 [Source:HGNC Symbol;Acc:HGNC:12733]	-1.0310434	
ACLY	ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]	-1.0335566	
SP140L	SP140 nuclear body protein like [Source:HGNC Symbol;Acc:HGNC:25105]	-1.0346338	
FOXK2	forkhead box K2 [Source:HGNC Symbol;Acc:HGNC:6036]	-1.0347161	
PSME4	proteasome activator subunit 4 [Source:HGNC Symbol;Acc:HGNC:20635]	-1.035815	
TBC1D32	TBC1 domain family member 32 [Source:HGNC Symbol;Acc:HGNC:21485]	-1.0359457	
THAP12	THAP domain containing 12 [Source:HGNC Symbol;Acc:HGNC:9440]	-1.0363474	
ITM2C	integral membrane protein 2C [Source:HGNC Symbol;Acc:HGNC:6175]	-1.03739	
BUB3	BUB3 mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]	-1.0377355	
CCDC171	coiled-coil domain containing 171 [Source:HGNC Symbol;Acc:HGNC:29828]	-1.0380441	
C12orf56	chromosome 12 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26967]	-1.0385566	
EIF2D	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]	-1.0386121	
MTERF4	mitochondrial transcription termination factor 4 [Source:HGNC Symbol;Acc:HGNC:28785]	-1.0400395	
MNAT1	MNAT1 component of CDK activating kinase [Source:HGNC Symbol;Acc:HGNC:7181]	-1.0405726	
SLC43A3	solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]	-1.0411042	
SRP72	signal recognition particle 72 [Source:HGNC Symbol;Acc:HGNC:11303]	-1.0415212	
FTSJ3	FtsJ RNA 2'-O-methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:17136]	-1.0422437	
LACTB	lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468]	-1.0431921	
ZNF22	zinc finger protein 22 [Source:HGNC Symbol;Acc:HGNC:13012]	-1.0439123	
VOPP1	VOPP1 WW domain binding protein [Source:HGNC Symbol;Acc:HGNC:34518]	-1.0454324	
NTPCR	nucleoside-triphosphatase, cancer-related [Source:HGNC Symbol;Acc:HGNC:28204]	-1.0459197	
MRC2	mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]	-1.0461215	
TGFBR1	transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772]	-1.0468442	
GOPC	golgi associated PDZ and coiled-coil motif containing [Source:HGNC Symbol;Acc:HGNC:17643]	-1.0481083	
ATR	ATR serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:882]	-1.0484029	
RNASEH1	ribonuclease H1 [Source:HGNC Symbol;Acc:HGNC:18466]	-1.049216	
ELK4	ETS transcription factor ELK4 [Source:HGNC Symbol;Acc:HGNC:3326]	-1.0500135	
SPATS2	spermatogenesis associated serine rich 2 [Source:HGNC Symbol;Acc:HGNC:18650]	-1.0510666	
LUC7L	LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]	-1.0518516	
NAT10	N-acetyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:29830]	-1.0529643	
PDLIM1	PDZ and LIM domain 1 [Source:HGNC Symbol;Acc:HGNC:2067]	-1.0530784	
AK4	adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363]	-1.0531327	
SHPRH	SNF2 histone linker PHD RING helicase [Source:HGNC Symbol;Acc:HGNC:19336]	-1.0534315	
PTPN3	protein tyrosine phosphatase non-receptor type 3 [Source:HGNC Symbol;Acc:HGNC:9655]	-1.0544429	
FAM83F	family with sequence similarity 83 member F [Source:HGNC Symbol;Acc:HGNC:25148]	-1.0545747	
MAT2A	methionine adenosyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:6904]	-1.0546961	
PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483]	-1.0557534	
RAB34	RAB34, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16519]	-1.055945	
KIAA1217	KIAA1217 [Source:HGNC Symbol;Acc:HGNC:25428]	-1.0560378	
HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]	-1.0562185	
H3-3B	H3.3 histone B [Source:HGNC Symbol;Acc:HGNC:4765]	-1.0568792	
GBE1	1,4-alpha-glucan branching enzyme 1 [Source:HGNC Symbol;Acc:HGNC:4180]	-1.0581603	
RNF181	ring finger protein 181 [Source:HGNC Symbol;Acc:HGNC:28037]	-1.058188	
PSMD9	proteasome 26S subunit, non-ATPase 9 [Source:HGNC Symbol;Acc:HGNC:9567]	-1.0583341	
HILPDA	hypoxia inducible lipid droplet associated [Source:HGNC Symbol;Acc:HGNC:28859]	-1.0593212	
AKAP6	A-kinase anchoring protein 6 [Source:HGNC Symbol;Acc:HGNC:376]	-1.0593661	
UPP1	uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576]	-1.0598799	
PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9391]	-1.0602291	
SCAF8	SR-related CTD associated factor 8 [Source:HGNC Symbol;Acc:HGNC:20959]	-1.0623208	
SNX29	sorting nexin 29 [Source:HGNC Symbol;Acc:HGNC:30542]	-1.0630814	
TAF2	TATA-box binding protein associated factor 2 [Source:HGNC Symbol;Acc:HGNC:11536]	-1.0638678	
MARCKSL1	MARCKS like 1 [Source:HGNC Symbol;Acc:HGNC:7142]	-1.0652664	
GNG12	G protein subunit gamma 12 [Source:HGNC Symbol;Acc:HGNC:19663]	-1.0653471	
POP4	POP4 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30081]	-1.0656604	
TBK1	TANK binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:11584]	-1.0658363	
FAM76A	family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]	-1.066919	
MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6882]	-1.0670379	
DUS1L	dihydrouridine synthase 1 like [Source:HGNC Symbol;Acc:HGNC:30086]	-1.0670379	
TRPS1	transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]	-1.0670379	
LSMEM2	leucine rich single-pass membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:26781]	-1.0670379	
NACC2	NACC family member 2 [Source:HGNC Symbol;Acc:HGNC:23846]	-1.0670379	
KIF13B	kinesin family member 13B [Source:HGNC Symbol;Acc:HGNC:14405]	-1.0670379	
BMPR1B	bone morphogenetic protein receptor type 1B [Source:HGNC Symbol;Acc:HGNC:1077]	-1.0672361	
ZNF830	zinc finger protein 830 [Source:HGNC Symbol;Acc:HGNC:28291]	-1.0681756	
SLCO1B3	solute carrier organic anion transporter family member 1B3 [Source:HGNC Symbol;Acc:HGNC:10961]	-1.0688952	
BBX	BBX high mobility group box domain containing [Source:HGNC Symbol;Acc:HGNC:14422]	-1.0700169	
CNTRL	centriolin [Source:HGNC Symbol;Acc:HGNC:1858]	-1.0704223	
VPS45	vacuolar protein sorting 45 homolog [Source:HGNC Symbol;Acc:HGNC:14579]	-1.0711272	
SAP30L	SAP30 like [Source:HGNC Symbol;Acc:HGNC:25663]	-1.071718	
ADPRS	ADP-ribosylserine hydrolase [Source:HGNC Symbol;Acc:HGNC:21304]	-1.071718	
PECR	peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281]	-1.0724465	
LAPTM4A	lysosomal protein transmembrane 4 alpha [Source:HGNC Symbol;Acc:HGNC:6924]	-1.072689	
DNAJC18	DnaJ heat shock protein family (Hsp40) member C18 [Source:HGNC Symbol;Acc:HGNC:28429]	-1.0730573	
ZNF195	zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]	-1.0768038	
LOXL2	lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]	-1.0771179	
APP	amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]	-1.0774647	
MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils [Source:HGNC Symbol;Acc:HGNC:29383]	-1.0781767	
DDX50	DExD-box helicase 50 [Source:HGNC Symbol;Acc:HGNC:17906]	-1.0793974	
TERF2	telomeric repeat binding factor 2 [Source:HGNC Symbol;Acc:HGNC:11729]	-1.0794272	
TMX1	thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]	-1.0805717	
TMPO	thymopoietin [Source:HGNC Symbol;Acc:HGNC:11875]	-1.0807893	
CDKAL1	CDK5 regulatory subunit associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21050]	-1.080948	
FAM13B	family with sequence similarity 13 member B [Source:HGNC Symbol;Acc:HGNC:1335]	-1.0815319	
FSD1L	fibronectin type III and SPRY domain containing 1 like [Source:HGNC Symbol;Acc:HGNC:13753]	-1.0816871	
EXOSC8	exosome component 8 [Source:HGNC Symbol;Acc:HGNC:17035]	-1.0819056	
IFT80	intraflagellar transport 80 [Source:HGNC Symbol;Acc:HGNC:29262]	-1.0832106	
PPP1R12B	protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619]	-1.0842531	
NSL1	NSL1 component of MIS12 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:24548]	-1.0864686	
BRK1	BRICK1 subunit of SCAR/WAVE actin nucleating complex [Source:HGNC Symbol;Acc:HGNC:23057]	-1.0866495	
EXOC6	exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196]	-1.0867193	
QKI	QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]	-1.0870264	
RTTN	rotatin [Source:HGNC Symbol;Acc:HGNC:18654]	-1.0881953	
KPNA2	karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]	-1.0887637	
DMAC1	distal membrane arm assembly component 1 [Source:HGNC Symbol;Acc:HGNC:30536]	-1.0887789	
SMC6	structural maintenance of chromosomes 6 [Source:HGNC Symbol;Acc:HGNC:20466]	-1.0915812	
ANKRD12	ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135]	-1.0936818	
TULP3	TUB like protein 3 [Source:HGNC Symbol;Acc:HGNC:12425]	-1.0937777	
DZIP3	DAZ interacting zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:30938]	-1.0938321	
LRRC75A	leucine rich repeat containing 75A [Source:HGNC Symbol;Acc:HGNC:32403]	-1.0939506	
SMC3	structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468]	-1.0940204	
KRT15	keratin 15 [Source:HGNC Symbol;Acc:HGNC:6421]	-1.09538	
GTF3C4	general transcription factor IIIC subunit 4 [Source:HGNC Symbol;Acc:HGNC:4667]	-1.0962803	
STMN1	stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]	-1.0978875	
ASNS	asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]	-1.099584	
SS18	SS18 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:11340]	-1.0998402	
PTPN20	protein tyrosine phosphatase non-receptor type 20 [Source:HGNC Symbol;Acc:HGNC:23423]	-1.0999751	
RUFY2	RUN and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19761]	-1.1001438	
ACOT7	acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]	-1.1011585	
RABGAP1L	RAB GTPase activating protein 1 like [Source:HGNC Symbol;Acc:HGNC:24663]	-1.1047517	
FOXP1	forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]	-1.1047841	
HDAC2	histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]	-1.1057825	
ZFP36	ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]	-1.1069785	
RSPRY1	ring finger and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29420]	-1.1080213	
