NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
PCLO	1	ENSG00000186472	
YOD1	1	ENSG00000180667	
OMD	1	ENSG00000127083	
PROSER2	1	ENSG00000148426	
WDPCP	1	ENSG00000143951	
PUF60	1	ENSG00000179950	
IRX2	1	ENSG00000170561	
IRAK1	1	ENSG00000184216	
MMS22L	1	ENSG00000146263	
FAAH2	1	ENSG00000165591	
KANSL1	1	ENSG00000120071	
NTMT1	1	ENSG00000148335	
TST	1	ENSG00000128311	
SLC9A3	1	ENSG00000066230	
UPK3BL2	1	ENSG00000284981	
ZBTB21	1	ENSG00000173276	
DSTNP1	1	ENSG00000230982	
CASP7	1	ENSG00000165806	
STRIP2	1	ENSG00000128578	
SYTL2	1	ENSG00000137501	
DRAM1	1	ENSG00000136048	
CIAPIN1	1	ENSG00000005194	
ERLIN2	1	ENSG00000147475	
CILK1	1	ENSG00000112144	
APOL3	1	ENSG00000128284	
CCPG1	1	ENSG00000260916	
RCCD1	1	ENSG00000166965	
ARPIN	1	ENSG00000242498	
PTRHD1	1	ENSG00000184924	
SLC6A11	1	ENSG00000132164	
C19orf25	1	ENSG00000119559	
TRIM14	1	ENSG00000106785	
KRT6B	1	ENSG00000185479	
ADPGK	1	ENSG00000159322	
SYT16	1	ENSG00000139973	
MDM4	1	ENSG00000198625	
MSTO1	1	ENSG00000125459	
WFDC1	1	ENSG00000103175	
SWT1	1	ENSG00000116668	
RTL8A	1	ENSG00000203950	
RESF1	1	ENSG00000174718	
JARID2	1	ENSG00000008083	
HSH2D	1	ENSG00000196684	
CYB5R1	1	ENSG00000159348	
MRPS24	1	ENSG00000062582	
ARB2A	1	ENSG00000113391	
NCEH1	1	ENSG00000144959	
MTSS1	1	ENSG00000170873	
STYXL1	1	ENSG00000127952	
RAB4B	1	ENSG00000167578	
ANKMY1	1	ENSG00000144504	
METTL15	1	ENSG00000169519	
PRPF3	1	ENSG00000117360	
VGLL3	1	ENSG00000206538	
ZNF155	1	ENSG00000204920	
MTFR2	1	ENSG00000146410	
ZNF133	1	ENSG00000125846	
ARSK	1	ENSG00000164291	
CLCN2	1	ENSG00000114859	
PRR5	1	ENSG00000186654	
EMC7	1	ENSG00000134153	
SLC35D1	1	ENSG00000116704	
PLEKHG7	1	ENSG00000187510	
ETHE1	1	ENSG00000105755	
S100A9	1	ENSG00000163220	
PATL2	1	ENSG00000229474	
PIGC	1	ENSG00000135845	
CDCA3	1	ENSG00000111665	
NISCH	1	ENSG00000010322	
MTCO2P19	1	ENSG00000237628	
SSC4D	1	ENSG00000146700	
LAMA4	1	ENSG00000112769	
PRR15L	1	ENSG00000167183	
GPATCH3	1	ENSG00000198746	
DVL3	1	ENSG00000161202	
KLRA1P	1	ENSG00000256667	
CRTAP	1	ENSG00000170275	
LIMA1	1	ENSG00000050405	
GOLT1B	1	ENSG00000111711	
MGAT1	1	ENSG00000131446	
NANS	1	ENSG00000095380	
ZSWIM1	1	ENSG00000168612	
SPINT1	1	ENSG00000166145	
DDB1	1	ENSG00000167986	
FARP1	1	ENSG00000152767	
IGFBP3	1	ENSG00000146674	
JAGN1	1	ENSG00000171135	
ETFB	1	ENSG00000105379	
XNDC1N	1	ENSG00000254469	
ZNF548	1	ENSG00000188785	
CXCL2	1	ENSG00000081041	
SPN	1	ENSG00000197471	
SLC35A3	1	ENSG00000117620	
CFAP54	1	ENSG00000188596	
RBCK1	1	ENSG00000125826	
PNN	1	ENSG00000100941	
FANCG	1	ENSG00000221829	
RABL6	1	ENSG00000196642	
SLC43A2	1	ENSG00000167703	
RIMS2	1	ENSG00000176406	
TCTN1	1	ENSG00000204852	
G3BP1	1	ENSG00000145907	
UBQLN2	1	ENSG00000188021	
KLHDC10	1	ENSG00000128607	
USP18	1	ENSG00000184979	
XPR1	1	ENSG00000143324	
NGLY1	1	ENSG00000151092	
GABPA	1	ENSG00000154727	
ADRM1	1	ENSG00000130706	
NSUN2	1	ENSG00000037474	
ABCB11	1	ENSG00000073734	
RHOF	1	ENSG00000139725	
IPMK	1	ENSG00000151151	
RARB	1	ENSG00000077092	
ZNF658	1	ENSG00000274349	
STK26	1	ENSG00000134602	
CCL5	1	ENSG00000271503	
GRN	1	ENSG00000030582	
CLEC2B	1	ENSG00000110852	
PDXK	1	ENSG00000160209	
MCM4	1	ENSG00000104738	
LCN2	1	ENSG00000148346	
CLTB	1	ENSG00000175416	
CSNK1D	1	ENSG00000141551	
PLEKHM1	1	ENSG00000225190	
ADGRG2	1	ENSG00000173698	
ALG6	1	ENSG00000088035	
KCTD3	1	ENSG00000136636	
IQCB1	1	ENSG00000173226	
SLC30A1	1	ENSG00000170385	
GABRE	1	ENSG00000102287	
SART3	1	ENSG00000075856	
PRKD3	1	ENSG00000115825	
HEXIM1	1	ENSG00000186834	
RFXANK	1	ENSG00000064490	
ZNF169	1	ENSG00000175787	
KCNAB1	1	ENSG00000169282	
SMG9	1	ENSG00000105771	
DDX3P1	1	ENSG00000232928	
NAA20P1	1	ENSG00000227064	
RPL17P28	1	ENSG00000229677	
AVIL	1	ENSG00000135407	
TJP1	1	ENSG00000104067	
DYRK2	1	ENSG00000127334	
ZFYVE26	1	ENSG00000072121	
LIG1	1	ENSG00000105486	
B3GNT5	1	ENSG00000176597	
MPC2	1	ENSG00000143158	
XPO4	1	ENSG00000132953	
ZKSCAN1	1	ENSG00000106261	
UBE2L6	1	ENSG00000156587	
ST3GAL5	1	ENSG00000115525	
VPS52	1	ENSG00000223501	
SUSD4	1	ENSG00000143502	
LRRN4CL	1	ENSG00000177363	
ADGRA3	1	ENSG00000152990	
MRTFB	1	ENSG00000186260	
VGLL4	1	ENSG00000144560	
TMED5	1	ENSG00000117500	
CA2	1	ENSG00000104267	
CSDE1	1	ENSG00000009307	
WDR20	1	ENSG00000140153	
H2BC4	1	ENSG00000180596	
TNFSF10	1	ENSG00000121858	
IREB2	1	ENSG00000136381	
ARID3B	1	ENSG00000179361	
CISD2	1	ENSG00000145354	
ATG7	1	ENSG00000197548	
STRBP	1	ENSG00000165209	
NADSYN1	1	ENSG00000172890	
EDEM3	1	ENSG00000116406	
CEP76	1	ENSG00000101624	
ZNF639	1	ENSG00000121864	
SOX7	1	ENSG00000171056	
NOMO3	1	ENSG00000103226	
MYOF	1	ENSG00000138119	
OGT	1	ENSG00000147162	
HDHD5	1	ENSG00000069998	
SPRY2	1	ENSG00000136158	
WDR1	1	ENSG00000071127	
PNMA2	1	ENSG00000240694	
PHC3	1	ENSG00000173889	
VN2R19P	1	ENSG00000235974	
MACC1	1	ENSG00000183742	
RNF111	1	ENSG00000157450	
RIT1	1	ENSG00000143622	
ORAI1	1	ENSG00000276045	
ZNF365	1	ENSG00000138311	
PC	1	ENSG00000173599	
TMEM230P1	1	ENSG00000225728	
DYM	1	ENSG00000141627	
USP47	1	ENSG00000170242	
DMC1	1	ENSG00000100206	
TIMM23	1	ENSG00000265354	
HOPX	1	ENSG00000171476	
IKBKG	1	ENSG00000269335	
HARS2	1	ENSG00000112855	
CACNG8	1	ENSG00000142408	
BSG	1	ENSG00000172270	
GPANK1	1	ENSG00000204438	
VIRMA	1	ENSG00000164944	
FSBP	1	ENSG00000265817	
TTC17	1	ENSG00000052841	
TRIO	1	ENSG00000038382	
AGO2	1	ENSG00000123908	
TRIB1	1	ENSG00000173334	
PAQR3	1	ENSG00000163291	
OR9H1P	1	ENSG00000228336	
VPS4A	1	ENSG00000132612	
ABCB7	1	ENSG00000131269	
GOLPH3L	1	ENSG00000143457	
LRRC1	1	ENSG00000137269	
CHCHD2	1	ENSG00000106153	
ZFP14	1	ENSG00000142065	
TENM2	1	ENSG00000145934	
RGSL1	1	ENSG00000121446	
MAPKBP1	1	ENSG00000137802	
RFX5	1	ENSG00000143390	
GASK1B	1	ENSG00000164125	
ISOC1	1	ENSG00000066583	
OR8A1	1	ENSG00000196119	
FAM8A1	1	ENSG00000137414	
RASGRP1	1	ENSG00000172575	
ERMP1	1	ENSG00000099219	
NUCB2	1	ENSG00000070081	
DUSP1	1	ENSG00000120129	
MBNL2	1	ENSG00000139793	
RPL34P10	1	ENSG00000236489	
DEXI	1	ENSG00000182108	
TTC9C	1	ENSG00000162222	
CREB3	1	ENSG00000107175	
SLC12A6	1	ENSG00000140199	
IFI35	1	ENSG00000068079	
CCNL1	1	ENSG00000163660	
HELLS	1	ENSG00000119969	
OTULIN	1	ENSG00000154124	
GPR89A	1	ENSG00000117262	
MAPK6	1	ENSG00000069956	
CENPK	1	ENSG00000123219	
MTRF1L	1	ENSG00000112031	
MILR1	1	ENSG00000271605	
SLC35D2	1	ENSG00000130958	
RARS1	1	ENSG00000113643	
HOXA10	1	ENSG00000253293	
FAM217B	1	ENSG00000196227	
GGA1	1	ENSG00000100083	
UBE2B	1	ENSG00000119048	
ACTN1	1	ENSG00000072110	
PAPLN	1	ENSG00000100767	
OPRM1	1	ENSG00000112038	
C16orf54	1	ENSG00000185905	
TMED2	1	ENSG00000086598	
GRM6	1	ENSG00000113262	
SPATA6L	1	ENSG00000106686	
SCLT1	1	ENSG00000151466	
PLAA	1	ENSG00000137055	
HYPK	1	ENSG00000242028	
CCDC88B	1	ENSG00000168071	
CSE1L	1	ENSG00000124207	
TBCD	1	ENSG00000141556	
SCAI	1	ENSG00000173611	
LIN52	1	ENSG00000205659	
FBXO22	1	ENSG00000167196	
PRKCH	1	ENSG00000027075	
POU6F2	1	ENSG00000106536	
DNAJC6	1	ENSG00000116675	
INTS1	1	ENSG00000164880	
NBL1	1	ENSG00000158747	
RNF217	1	ENSG00000146373	
ESCO2	1	ENSG00000171320	
MEX3D	1	ENSG00000181588	
VPS50	1	ENSG00000004766	
TRAPPC5	1	ENSG00000181029	
CFAP251	1	ENSG00000158023	
NOL9	1	ENSG00000162408	
PLBD1	1	ENSG00000121316	
MRPS17P1	1	ENSG00000268949	
PCM1	1	ENSG00000078674	
CYREN	1	ENSG00000122783	
RAB36	1	ENSG00000100228	
KLHL23	1	ENSG00000213160	
BRD10	1	ENSG00000183354	
FAM13A	1	ENSG00000138640	
MT1F	1	ENSG00000198417	
FAM169A	1	ENSG00000198780	
EWSR1	1	ENSG00000182944	
ZNF442	1	ENSG00000198342	
PRDM4	1	ENSG00000110851	
RRP1B	1	ENSG00000160208	
MAN2B2	1	ENSG00000013288	
YIPF1	1	ENSG00000058799	
ZDHHC17	1	ENSG00000186908	
SNIP1	1	ENSG00000163877	
PPP1CA	1	ENSG00000172531	
TXNDC5	1	ENSG00000239264	
TIGD1	1	ENSG00000221944	
MRPS35	1	ENSG00000061794	
RERE	1	ENSG00000142599	
COX19	1	ENSG00000240230	
OSBPL2	1	ENSG00000130703	
GLA	1	ENSG00000102393	
MYCBP2	1	ENSG00000005810	
ZNF789	1	ENSG00000198556	
TMEM120A	1	ENSG00000189077	
ESYT1	1	ENSG00000139641	
EPS8	1	ENSG00000151491	
SEC61A1	1	ENSG00000058262	
GATAD2A	1	ENSG00000167491	
LRPAP1	1	ENSG00000163956	
HOOK2	1	ENSG00000095066	
TNKS	1	ENSG00000173273	
SHROOM2	1	ENSG00000146950	
ALDH1A2	1	ENSG00000128918	
FAM221B	1	ENSG00000204930	
AICDA	1	ENSG00000111732	
GLRB	1	ENSG00000109738	
CCDC97	1	ENSG00000142039	
ASAP2	1	ENSG00000151693	
PIM1	1	ENSG00000137193	
DGKD	1	ENSG00000077044	
B3GALT9	1	ENSG00000214654	
SUGCT	1	ENSG00000175600	
SMG1	1	ENSG00000157106	
LY75	1	ENSG00000054219	
YIF1A	1	ENSG00000174851	
TMEM242	1	ENSG00000215712	
C12orf43	1	ENSG00000157895	
ZNF354B	1	ENSG00000178338	
DCTN4	1	ENSG00000132912	
PDSS2	1	ENSG00000164494	
ZMIZ1	1	ENSG00000108175	
ZNF347	1	ENSG00000197937	
PLAAT4	1	ENSG00000133321	
THADA	1	ENSG00000115970	
IFITM2	1	ENSG00000185201	
BBS9	1	ENSG00000122507	
PIGT	1	ENSG00000124155	
RBPMS	1	ENSG00000157110	
ALKBH2	1	ENSG00000189046	
CCDC125	1	ENSG00000183323	
MDM2	1	ENSG00000135679	
RIDA	1	ENSG00000132541	
ZNF492	1	ENSG00000229676	
RSF1	1	ENSG00000048649	
DGKA	1	ENSG00000065357	
ACAA2	1	ENSG00000167315	
PPP1R37	1	ENSG00000104866	
C19orf12	1	ENSG00000131943	
SNX33	1	ENSG00000173548	
PPP2R5A	1	ENSG00000066027	
PARP15	1	ENSG00000173200	
PIERCE1	1	ENSG00000160345	
IFIT1	1	ENSG00000185745	
TMUB2	1	ENSG00000168591	
SLC33A1	1	ENSG00000169359	
IKZF3	1	ENSG00000161405	
HK1	1	ENSG00000156515	
APOL1	1	ENSG00000100342	
LACTB2	1	ENSG00000147592	
ERG28	1	ENSG00000133935	
DUSP22	1	ENSG00000112679	
CEP152	1	ENSG00000103995	
ZDHHC5	1	ENSG00000156599	
SLC25A39	1	ENSG00000013306	
ERC1	1	ENSG00000082805	
CHDH	1	ENSG00000016391	
COLEC12	1	ENSG00000158270	
SLC30A9	1	ENSG00000014824	
SLC25A36	1	ENSG00000114120	
CDKN1A	1	ENSG00000124762	
CDC37L1	1	ENSG00000106993	
ZNF518B	1	ENSG00000178163	
BRI3BP	1	ENSG00000184992	
SLC6A1	1	ENSG00000157103	
IFIT3	1	ENSG00000119917	
RAB11FIP1	1	ENSG00000156675	
STARD4	1	ENSG00000164211	
SYCP2	1	ENSG00000196074	
KCNK1	1	ENSG00000135750	
BPNT1	1	ENSG00000162813	
NALCN	1	ENSG00000102452	
IFIT5	1	ENSG00000152778	
NOP53	1	ENSG00000105373	
NR1I3	1	ENSG00000143257	
DGLUCY	1	ENSG00000133943	
COPG2	1	ENSG00000158623	
ATP6V0B	1	ENSG00000117410	
WRN	1	ENSG00000165392	
FAM174A	1	ENSG00000174132	
WASF3	1	ENSG00000132970	
AHRR	1	ENSG00000063438	
SERTAD3	1	ENSG00000167565	
ZNF117	1	ENSG00000152926	
TBC1D22B	1	ENSG00000065491	
RPA2	1	ENSG00000117748	
SYAP1	1	ENSG00000169895	
TMEM164	1	ENSG00000157600	
RASGRP4	1	ENSG00000171777	
ODR4	1	ENSG00000157181	
TXK	1	ENSG00000074966	
ZMYM2	1	ENSG00000121741	
DENND6B	1	ENSG00000205593	
HDDC3	1	ENSG00000184508	
EPC2	1	ENSG00000135999	
MIOX	1	ENSG00000100253	
DNASE1	1	ENSG00000213918	
NECAP1	1	ENSG00000089818	
SPDYE10	1	ENSG00000274570	
DCTN5	1	ENSG00000166847	
SUSD1	1	ENSG00000106868	
CP	1	ENSG00000047457	
SIRPA	1	ENSG00000198053	
MGRN1	1	ENSG00000102858	
CEP126	1	ENSG00000110318	
RPS5P2	1	ENSG00000224598	
EFNB2	1	ENSG00000125266	
CFAP298-TCP10L	1	ENSG00000265590	
SLC25A21	1	ENSG00000183032	
ANKRD20A10P	1	ENSG00000226695	
SLC52A3	1	ENSG00000101276	
GLDN	1	ENSG00000186417	
MED23	1	ENSG00000112282	
ETNK2	1	ENSG00000143845	
RPS10P7	1	ENSG00000223396	
HERC5	1	ENSG00000138646	
TBC1D15	1	ENSG00000121749	
DDX52	1	ENSG00000278053	
CADPS2	1	ENSG00000081803	
ETNK1	1	ENSG00000139163	
MINDY2	1	ENSG00000128923	
FAM171B	1	ENSG00000144369	
DRAXIN	1	ENSG00000162490	
SNX3	1	ENSG00000112335	
CARD8	1	ENSG00000105483	
CFAP74	1	ENSG00000142609	
TAF7	1	ENSG00000178913	
MED6	1	ENSG00000133997	
KCNC4	1	ENSG00000116396	
H3-7	1	ENSG00000273213	
UQCC5	1	ENSG00000168273	
XAF1	1	ENSG00000132530	
DHDH	1	ENSG00000104808	
H3C10	1	ENSG00000278828	
OR2A4	1	ENSG00000180658	
ISOC2	1	ENSG00000063241	
CCDC115	1	ENSG00000136710	
TAF9B	1	ENSG00000187325	
GALNT14	1	ENSG00000158089	
HOOK3	1	ENSG00000168172	
RTCA	1	ENSG00000137996	
DOCK9	1	ENSG00000088387	
ASPH	1	ENSG00000198363	
IGF2BP1	1	ENSG00000159217	
TRIM73	1	ENSG00000178809	
CCNL2	1	ENSG00000221978	
C12orf75	1	ENSG00000235162	
PHKG2	1	ENSG00000156873	
GALNT7	1	ENSG00000109586	
NIFKP4	1	ENSG00000261205	
HTN1	1	ENSG00000126550	
CPEB4	1	ENSG00000113742	
TJAP1	1	ENSG00000137221	
EPHA6	1	ENSG00000080224	
CDC42BPG	1	ENSG00000171219	
ZNF385D	1	ENSG00000151789	
TNFRSF9	1	ENSG00000049249	
TMED7	1	ENSG00000134970	
CCNC	1	ENSG00000112237	
SLC51A	1	ENSG00000163959	
CC2D1B	1	ENSG00000154222	
SEC14L2	1	ENSG00000100003	
VPS8	1	ENSG00000156931	
ACVR2A	1	ENSG00000121989	
KRAS	1	ENSG00000133703	
KAZN	1	ENSG00000189337	
FUT1	1	ENSG00000174951	
ATP6V1E1	1	ENSG00000131100	
DACT3	1	ENSG00000197380	
SOAT1	1	ENSG00000057252	
MLH1	1	ENSG00000076242	
SERPINB6	1	ENSG00000124570	
ZFAND4	1	ENSG00000172671	
BPGM	1	ENSG00000172331	
SUPT7L	1	ENSG00000119760	
ARL14EP	1	ENSG00000152219	
CDK10	1	ENSG00000185324	
LRRC49	1	ENSG00000137821	
DDX20	1	ENSG00000064703	
PRRG1	1	ENSG00000130962	
TMEM260	1	ENSG00000070269	
POGLUT1	1	ENSG00000163389	
RBM22	1	ENSG00000086589	
ARHGEF10	1	ENSG00000104728	
SYNJ2BP-COX16	1	ENSG00000258644	
SIL1	1	ENSG00000120725	
PCSK5	1	ENSG00000099139	
FMN1	1	ENSG00000248905	
TNK2	1	ENSG00000061938	
COPE	1	ENSG00000105669	
POLDIP3	1	ENSG00000100227	
VEGFA	1	ENSG00000112715	
TLL1	1	ENSG00000038295	
FBLL1	1	ENSG00000188573	
TRIM74	1	ENSG00000155428	
TM7SF2	1	ENSG00000149809	
PACS2	1	ENSG00000179364	
UBE2H	1	ENSG00000186591	
CYSLTR1	1	ENSG00000173198	
RPS19BP1	1	ENSG00000187051	
DHX30	1	ENSG00000132153	
TSHZ1	1	ENSG00000179981	
ALDH2	1	ENSG00000111275	
CHCHD1	1	ENSG00000172586	
BCL11A	1	ENSG00000119866	
CCM2	1	ENSG00000136280	
PPP1R3B	1	ENSG00000173281	
FBXL5	1	ENSG00000118564	
CMAS	1	ENSG00000111726	
CLIC4	1	ENSG00000169504	
ROS1	1	ENSG00000047936	
FAN1	1	ENSG00000198690	
MIDN	1	ENSG00000167470	
SPECC1L	1	ENSG00000100014	
IHO1	1	ENSG00000173421	
C3	1	ENSG00000125730	
RAP1B	1	ENSG00000127314	
RHBDF2	1	ENSG00000129667	
ASB1	1	ENSG00000065802	
SYF2	1	ENSG00000117614	
MIS18A	1	ENSG00000159055	
ATP6V1C1	1	ENSG00000155097	
FMNL2	1	ENSG00000157827	
TMEM170A	1	ENSG00000166822	
CACNB2	1	ENSG00000165995	
SAT1	1	ENSG00000130066	
CHAMP1	1	ENSG00000198824	
TIA1	1	ENSG00000116001	
DIS3L	1	ENSG00000166938	
PLA2G15	1	ENSG00000103066	
MAPK1	1	ENSG00000100030	
CDK2AP1	1	ENSG00000111328	
ATG3	1	ENSG00000144848	
CACNA1D	1	ENSG00000157388	
CYB5RL	1	ENSG00000215883	
MAS1	1	ENSG00000130368	
KIF3A	1	ENSG00000131437	
YIPF6	1	ENSG00000181704	
MALT1	1	ENSG00000172175	
TRMT1L	1	ENSG00000121486	
PI4KA	1	ENSG00000241973	
PDE4C	1	ENSG00000105650	
PNPLA3	1	ENSG00000100344	
HACD2	1	ENSG00000206527	
PDE3B	1	ENSG00000152270	
MOCS3	1	ENSG00000124217	
ANKS3	1	ENSG00000168096	
RPL36AP44	1	ENSG00000240163	
SMG1P6	1	ENSG00000254634	
MTMR10	1	ENSG00000166912	
SEC24A	1	ENSG00000113615	
CASKIN1	1	ENSG00000167971	
TRIP10	1	ENSG00000125733	
CLDN22	1	ENSG00000177300	
AURKAIP1	1	ENSG00000175756	
PCDHGB7	1	ENSG00000254122	
HINT3	1	ENSG00000111911	
USB1	1	ENSG00000103005	
ABHD11	1	ENSG00000106077	
ZSWIM9	1	ENSG00000185453	
KCTD1	1	ENSG00000134504	
ZNF674	1	ENSG00000251192	
MTMR12	1	ENSG00000150712	
TBC1D20	1	ENSG00000125875	
NCOA3	1	ENSG00000124151	
IL4R	1	ENSG00000077238	
LILRA2	1	ENSG00000239998	
CFHR2	1	ENSG00000080910	
LPIN3	1	ENSG00000132793	
ENOPH1	1	ENSG00000145293	
WDR72	1	ENSG00000166415	
SPIDR	1	ENSG00000164808	
PITPNB	1	ENSG00000180957	
NXPE3	1	ENSG00000144815	
BMP8A	1	ENSG00000183682	
DENND4B	1	ENSG00000198837	
LONRF1	1	ENSG00000154359	
DCN	1	ENSG00000011465	
RPL18P10	1	ENSG00000214359	
FAM185A	1	ENSG00000222011	
GAPDHP43	1	ENSG00000250130	
DMAC2L	1	ENSG00000125375	
VRK2	1	ENSG00000028116	
PPP2R2B	1	ENSG00000156475	
PAX6	1	ENSG00000007372	
SEMA4D	1	ENSG00000187764	
TTC31	1	ENSG00000115282	
ZNF750	1	ENSG00000141579	
NSMCE4A	1	ENSG00000107672	
APH1B	1	ENSG00000138613	
MSC	1	ENSG00000178860	
MMUT	1	ENSG00000146085	
ACSS2	1	ENSG00000131069	
ACSL1	1	ENSG00000151726	
CD3G	1	ENSG00000160654	
CREB5	1	ENSG00000146592	
TERT	1	ENSG00000164362	
DALRD3	1	ENSG00000178149	
OXTR	1	ENSG00000180914	
APOL6	1	ENSG00000221963	
ZDHHC6	1	ENSG00000023041	
FAM135A	1	ENSG00000082269	
OR10K1	1	ENSG00000173285	
RGPD5	1	ENSG00000015568	
TMED1	1	ENSG00000099203	
TUBB3	1	ENSG00000258947	
PEA15	1	ENSG00000162734	
ATAD5	1	ENSG00000176208	
SLC25A14	1	ENSG00000102078	
CTSS	1	ENSG00000163131	
FBLIM1	1	ENSG00000162458	
DNAJC16	1	ENSG00000116138	
NSDHL	1	ENSG00000147383	
ARMC9	1	ENSG00000135931	
MAB21L3	1	ENSG00000173212	
BHLHE40	1	ENSG00000134107	
TSC22D3	1	ENSG00000157514	
MTERF3	1	ENSG00000156469	
RAD51D	1	ENSG00000185379	
RCAN3	1	ENSG00000117602	
GSN	1	ENSG00000148180	
LYSET	1	ENSG00000153485	
FDX2	1	ENSG00000267673	
TTBK2	1	ENSG00000128881	
EFCAB14	1	ENSG00000159658	
BSCL2	1	ENSG00000168000	
NR2C2AP	1	ENSG00000184162	
SCFD1	1	ENSG00000092108	
SPRYD7	1	ENSG00000123178	
DLK2	1	ENSG00000171462	
OGFRL1	1	ENSG00000119900	
LMBR1	1	ENSG00000105983	
NOM1	1	ENSG00000146909	
EIF4G1	1	ENSG00000114867	
SOCS6	1	ENSG00000170677	
CHIC2	1	ENSG00000109220	
TERF1	1	ENSG00000147601	
TRIM33	1	ENSG00000197323	
CBFA2T2	1	ENSG00000078699	
TUBGCP5	1	ENSG00000275835	
FAM185BP	1	ENSG00000214439	
MPPED1	1	ENSG00000186732	
ZNF37A	1	ENSG00000075407	
PIGA	1	ENSG00000165195	
TIMM44	1	ENSG00000104980	
CLEC2D	1	ENSG00000069493	
CTBS	1	ENSG00000117151	
RAET1G	1	ENSG00000203722	
ZCCHC7	1	ENSG00000147905	
NUP210	1	ENSG00000132182	
FKBP15	1	ENSG00000119321	
FSIP2	1	ENSG00000188738	
CCSAP	1	ENSG00000154429	
POLB	1	ENSG00000070501	
NAA30	1	ENSG00000139977	
DCUN1D1	1	ENSG00000043093	
MYO1E	1	ENSG00000157483	
RNMT	1	ENSG00000101654	
LNX2	1	ENSG00000139517	
PREB	1	ENSG00000138073	
FAM114A2	1	ENSG00000055147	
CLINT1	1	ENSG00000113282	
PLEKHH1	1	ENSG00000054690	
NAP1L2	1	ENSG00000186462	
NFKBID	1	ENSG00000167604	
GGT5	1	ENSG00000099998	
SLTM	1	ENSG00000137776	
NLRC5	1	ENSG00000140853	
POLR2J3	2	ENSG00000168255:ENSG00000285437	
DHX8	1	ENSG00000067596	
NDUFAF8	1	ENSG00000224877	
LY9	1	ENSG00000122224	
RNF222	1	ENSG00000189051	
ESYT3	1	ENSG00000158220	
EML1	1	ENSG00000066629	
SLC35E3	1	ENSG00000175782	
MAGOHB	1	ENSG00000111196	
ANXA11	1	ENSG00000122359	
FERMT2	1	ENSG00000073712	
GNPNAT1	1	ENSG00000100522	
MAP3K5	1	ENSG00000197442	
PIK3R3	1	ENSG00000117461	
M6PR	1	ENSG00000003056	
NNT	1	ENSG00000112992	
RMDN1	1	ENSG00000176623	
STX8	1	ENSG00000170310	
DMWD	1	ENSG00000185800	
SYNJ2	1	ENSG00000078269	
SLC8A1	1	ENSG00000183023	
SRGAP2	1	ENSG00000266028	
ISG15	1	ENSG00000187608	
IL1RAP	1	ENSG00000196083	
PLXNA3	1	ENSG00000130827	
SMC5	1	ENSG00000198887	
PPP1R3D	1	ENSG00000132825	
SNAP23	1	ENSG00000092531	
SLFN12L	1	ENSG00000205045	
NMI	1	ENSG00000123609	
PIP4K2C	1	ENSG00000166908	
UBXN8	1	ENSG00000104691	
ESCO1	1	ENSG00000141446	
SUMF1	1	ENSG00000144455	
CARD14	1	ENSG00000141527	
AIFM1	1	ENSG00000156709	
DTD2	1	ENSG00000129480	
PRKRIP1	1	ENSG00000128563	
SLFN13	1	ENSG00000154760	
LIMK1	1	ENSG00000106683	
ZNF846	1	ENSG00000196605	
DSEL	1	ENSG00000171451	
RND1	1	ENSG00000172602	
SPTLC2	1	ENSG00000100596	
DDX60	1	ENSG00000137628	
CCDC30	1	ENSG00000186409	
FKBP6	1	ENSG00000077800	
XCL1	1	ENSG00000143184	
IFFO2	1	ENSG00000169991	
RIN3	1	ENSG00000100599	
ZNF784	1	ENSG00000179922	
RPS15AP6	1	ENSG00000233072	
BTG1	1	ENSG00000133639	
CDCP1	1	ENSG00000163814	
HTD2	1	ENSG00000255154	
PIN1	1	ENSG00000127445	
SLC20A2	1	ENSG00000168575	
GGH	1	ENSG00000137563	
EDC3	1	ENSG00000179151	
PPARA	1	ENSG00000186951	
MRPL49	1	ENSG00000149792	
SRGAP3	1	ENSG00000196220	
CABP4	1	ENSG00000175544	
INTS6	1	ENSG00000102786	
CXorf49B	1	ENSG00000215113	
NR2C1	1	ENSG00000120798	
CHML	1	ENSG00000203668	
NPIPB3	1	ENSG00000169246	
CACNA1A	1	ENSG00000141837	
PDXDC1	1	ENSG00000179889	
IRF9	1	ENSG00000213928	
MTX3	1	ENSG00000177034	
NOPCHAP1	1	ENSG00000151131	
TMCC1	1	ENSG00000172765	
C17orf49	1	ENSG00000258315	
TSPAN1	1	ENSG00000117472	
DBP	1	ENSG00000105516	
TRUB1	1	ENSG00000165832	
C19orf48P	1	ENSG00000167747	
TKFC	1	ENSG00000149476	
SYT12	1	ENSG00000173227	
LARP7	1	ENSG00000174720	
CXADR	1	ENSG00000154639	
APOBEC3C	1	ENSG00000244509	
SNAP47	1	ENSG00000143740	
JMJD6	1	ENSG00000070495	
VDAC2	1	ENSG00000165637	
PIK3C2A	1	ENSG00000011405	
BLOC1S1	1	ENSG00000135441	
B3GALNT1	1	ENSG00000169255	
DENND6A	1	ENSG00000174839	
SLC19A3	1	ENSG00000135917	
EIF3L	1	ENSG00000100129	
MND1	1	ENSG00000121211	
SLC52A1	1	ENSG00000132517	
TRAK2	1	ENSG00000115993	
RABGEF1	1	ENSG00000154710	
TIAM2	1	ENSG00000146426	
IL17REL	1	ENSG00000188263	
SLC30A8	1	ENSG00000164756	
