NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REACTOME_NEDDYLATION	245	195		
REACTOME_NEF_AND_SIGNAL_TRANSDUCTION	8		Rejected!	
REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION	9	7		
REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION	7	6		
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	10	10		
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	21	17		
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	108	65		
REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY	6	6		
REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS	10	6		
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING	33	19		
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	34	20		
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	29	18		
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	31	19		
REACTOME_NEGATIVE_REGULATION_OF_FLT3	15	12		
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	43	35		
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	21	17		
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	21	14		
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	54	49		
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_DVL_INTERACTING_PROTEINS	5		Rejected!	
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS	15		Rejected!	
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	118	75		
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	35	29		
REACTOME_NEPHRIN_FAMILY_INTERACTIONS	23	18		
REACTOME_NEPHRON_DEVELOPMENT	13		Rejected!	
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	575	409		
REACTOME_NETRIN_1_SIGNALING	44	22		
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS	8		Rejected!	
REACTOME_NEUREXINS_AND_NEUROLIGINS	56	27		
REACTOME_NEUROFASCIN_INTERACTIONS	7	6		
REACTOME_NEURONAL_SYSTEM	411	200		
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	10	6		
REACTOME_NEUROTRANSMITTER_CLEARANCE	11	5		
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	113		
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	51	24		
REACTOME_NEUTROPHIL_DEGRANULATION	478	338		
REACTOME_NFE2L2_REGULATES_PENTOSE_PHOSPHATE_PATHWAY_GENES	8	8		
REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES	19	14		
REACTOME_NFE2L2_REGULATING_ER_STRESS_ASSOCIATED_GENES	5		Rejected!	
REACTOME_NFE2L2_REGULATING_INFLAMMATION_ASSOCIATED_GENES	5		Rejected!	
REACTOME_NFE2L2_REGULATING_MDR_ASSOCIATED_ENZYMES	8	7		
REACTOME_NFE2L2_REGULATING_TUMORIGENIC_GENES	11	7		
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10	13	10		
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	13	12		
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION	5		Rejected!	
REACTOME_NGF_STIMULATED_TRANSCRIPTION	39	26		
REACTOME_NICOTINAMIDE_SALVAGING	19	14		
REACTOME_NICOTINATE_METABOLISM	31	24		
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	22	10		
REACTOME_NOD1_2_SIGNALING_PATHWAY	36	31		
REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3	8	7		
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	68	44		
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	116	105		
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	59	40		
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	18	7		
REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING	5		Rejected!	
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	48	34		
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	22	17		
REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	12	7		
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	25	19		
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	25	12		
REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	11	9		
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	20	11		
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	28	19		
REACTOME_NPAS4_REGULATES_EXPRESSION_OF_TARGET_GENES	22	14		
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING	47	28		
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS	5		Rejected!	
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS	9	5		
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE	5		Rejected!	
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS	9		Rejected!	
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE	5		Rejected!	
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	37	25		
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	59	41		
REACTOME_NRCAM_INTERACTIONS	7	7		
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	16	13		
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	41	39		
REACTOME_NTRK2_ACTIVATES_RAC1	5		Rejected!	
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	53	49		
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	76	64		
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	61	44		
REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2	96	81		
REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER	35	28		
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	34	33		
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	36	35		
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	53	30		
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	32	21		
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	56	44		
REACTOME_NUCLEOTIDE_BIOSYNTHESIS	14	14		
REACTOME_NUCLEOTIDE_CATABOLISM	35	25		
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	108	99		
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	16	7		
REACTOME_NUCLEOTIDE_SALVAGE	23	18		
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	15	8		
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	26	12		
REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI	5		Rejected!	
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	35	32		
REACTOME_OAS_ANTIVIRAL_RESPONSE	9	9		
REACTOME_OLFACTORY_SIGNALING_PATHWAY	417	60		
REACTOME_ONCOGENE_INDUCED_SENESCENCE	35	29		
REACTOME_ONCOGENIC_MAPK_SIGNALING	82	64		
REACTOME_OPIOID_SIGNALLING	90	64		
REACTOME_OPSINS	9		Rejected!	
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	71	62		
REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS	8		Rejected!	
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	297	254		
REACTOME_ORGANIC_ANION_TRANSPORT	5		Rejected!	
REACTOME_ORGANIC_ANION_TRANSPORTERS	12	5		
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	15	5		
REACTOME_ORGANIC_CATION_TRANSPORT	10		Rejected!	
REACTOME_OTHER_INTERLEUKIN_SIGNALING	24	18		
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	19	9		
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	39	33		
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	125	72		
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	39	15		
REACTOME_O_LINKED_GLYCOSYLATION	111	59		
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	62	36		
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	15	10		
REACTOME_P2Y_RECEPTORS	12	6		
REACTOME_P38MAPK_EVENTS	13	11		
REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1	6	5		
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	13	12		
REACTOME_P75NTR_REGULATES_AXONOGENESIS	10		Rejected!	
REACTOME_P75NTR_SIGNALS_VIA_NF_KB	16	15		
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	97	73		
REACTOME_PARACETAMOL_ADME	29	18		
REACTOME_PARASITE_INFECTION	116	47		
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	13		Rejected!	
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	21	20		
REACTOME_PCP_CE_PATHWAY	92	70		
REACTOME_PDH_COMPLEX_SYNTHESIZES_ACETYL_COA_FROM_PYR	6	5		
REACTOME_PD_1_SIGNALING	28	6		
REACTOME_PECAM1_INTERACTIONS	12	8		
REACTOME_PENTOSE_PHOSPHATE_PATHWAY	15	12		
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	14		Rejected!	
REACTOME_PEPTIDE_HORMONE_METABOLISM	88	42		
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	197	49		
REACTOME_PERK_REGULATES_GENE_EXPRESSION	32	30		
REACTOME_PEROXISOMAL_LIPID_METABOLISM	29	21		
REACTOME_PEROXISOMAL_PROTEIN_IMPORT	63	50		
REACTOME_PEXOPHAGY	11	10		
REACTOME_PHASE_0_RAPID_DEPOLARISATION	32	15		
REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS	7		Rejected!	
REACTOME_PHASE_2_PLATEAU_PHASE	15	7		
REACTOME_PHASE_3_RAPID_REPOLARISATION	9	5		
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL	19	5		
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	109	57		
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	104	49		
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	11	7		
REACTOME_PHENYLALANINE_METABOLISM	6		Rejected!	
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS	8	6		
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS	7	7		
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR1	16		Rejected!	
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	18	5		
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4	15		Rejected!	
REACTOME_PHOSPHOLIPID_METABOLISM	211	148		
REACTOME_PHOSPHORYLATION_OF_EMI1	6	6		
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	20	18		
REACTOME_PHYSIOLOGICAL_FACTORS	14		Rejected!	
REACTOME_PI3K_AKT_ACTIVATION	9	7		
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	110	68		
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	16	12		
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	10	7		
REACTOME_PI5P_REGULATES_TP53_ACETYLATION	9	8		
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	32	31		
REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS	29	24		
REACTOME_PI_3K_CASCADE_FGFR1	21	9		
REACTOME_PI_3K_CASCADE_FGFR2	23	10		
REACTOME_PI_3K_CASCADE_FGFR3	18	8		
REACTOME_PI_3K_CASCADE_FGFR4	20	9		
REACTOME_PI_METABOLISM	84	59		
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING	17	11		
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	20	14		
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	5		Rejected!	
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	70	43		
REACTOME_PKR_MEDIATED_SIGNALING	76	62		
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	19	6		
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	75	42		
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE	37	26		
REACTOME_PLASMA_LIPOPROTEIN_REMODELING	34	14		
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	261	172		
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	16	6		
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	39	22		
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	28	15		
REACTOME_PLATELET_HOMEOSTASIS	86	51		
REACTOME_PLATELET_SENSITIZATION_BY_LDL	17	14		
REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	8	7		
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	16	15		
REACTOME_POLYMERASE_SWITCHING	14	13		
REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE	26	24		
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	105	62		
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION	27	27		
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	23	14		
REACTOME_POST_TRANSCRIPTIONAL_SILENCING_BY_SMALL_RNAS	7	7		
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	93	47		
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1475		Rejected!	
REACTOME_POTASSIUM_CHANNELS	103	44		
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS	154	82		
REACTOME_POU5F1_OCT4_SOX2_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION	13	8		
REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION	10		Rejected!	
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	7	6		
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	72	33		
REACTOME_PREDNISONE_ADME	10		Rejected!	
REACTOME_PREGNENOLONE_BIOSYNTHESIS	12	6		
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	11		Rejected!	
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS	21	12		
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	12		Rejected!	
REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION	9	8		
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	119	58		
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	18	11		
REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM	6	5		
REACTOME_PROCESSING_AND_ACTIVATION_OF_SUMO	10	10		
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	29	27		
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	283	269		
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	97	73		
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	20	19		
REACTOME_PROCESSING_OF_SMDT1	16	15		
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE	19	18		
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	15	14		
REACTOME_PROGRAMMED_CELL_DEATH	211	177		
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	15	9		
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	14	12		
REACTOME_PROPIONYL_COA_CATABOLISM	5	5		
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	19	12		
REACTOME_PROSTANOID_LIGAND_RECEPTORS	9		Rejected!	
REACTOME_PROTEIN_FOLDING	98	75		
REACTOME_PROTEIN_HYDROXYLATION	20	17		
REACTOME_PROTEIN_LIPOYLATION	10	9		
REACTOME_PROTEIN_LOCALIZATION	164	141		
REACTOME_PROTEIN_METHYLATION	17	16		
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	87	38		
REACTOME_PROTEIN_REPAIR	6		Rejected!	
REACTOME_PROTEIN_UBIQUITINATION	79	67		
REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT	6		Rejected!	
REACTOME_PTEN_REGULATION	139	114		
REACTOME_PTK6_EXPRESSION	5	5		
REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION	6	5		
REACTOME_PTK6_REGULATES_CELL_CYCLE	6	6		
REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING	5		Rejected!	
REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES	14	13		
REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1	9	8		
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION	26	20		
REACTOME_PURINE_CATABOLISM	17	13		
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	11	11		
REACTOME_PURINE_SALVAGE	13	10		
REACTOME_PYRIMIDINE_CATABOLISM	12	7		
REACTOME_PYRIMIDINE_SALVAGE	11	9		
REACTOME_PYROPTOSIS	27	24		
REACTOME_PYRUVATE_METABOLISM	49	38		
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	90	74		
REACTOME_RAB_GERANYLGERANYLATION	65	49		
REACTOME_RAB_REGULATION_OF_TRAFFICKING	122	101		
REACTOME_RAC1_GTPASE_CYCLE	184	136		
REACTOME_RAC2_GTPASE_CYCLE	88	75		
REACTOME_RAC3_GTPASE_CYCLE	94	76		
REACTOME_RAF_ACTIVATION	34	27		
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	23	17		
REACTOME_RAP1_SIGNALLING	16	11		
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR	20	14		
REACTOME_RAS_PROCESSING	24	21		
REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS	7	7		
REACTOME_RA_BIOSYNTHESIS_PATHWAY	22	12		
REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY	10		Rejected!	
REACTOME_RECEPTOR_MEDIATED_MITOPHAGY	11	9		
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES	20	7		
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	55	28		
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	30	29		
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	81	78		
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	95	83		
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	18	10		
REACTOME_RECYCLING_OF_EIF2_GDP	8	7		
REACTOME_RECYCLING_PATHWAY_OF_L1	49	31		
REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS	12	6		
REACTOME_REELIN_SIGNALLING_PATHWAY	5		Rejected!	
REACTOME_REGULATED_NECROSIS	59	50		
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	11	10		
REACTOME_REGULATION_BY_C_FLIP	11	8		
REACTOME_REGULATION_OF_BACH1_ACTIVITY	11	10		
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	42	19		
REACTOME_REGULATION_OF_CDH11_FUNCTION	11	7		
REACTOME_REGULATION_OF_CDH11_GENE_TRANSCRIPTION	10		Rejected!	
REACTOME_REGULATION_OF_CDH11_MRNA_TRANSLATION_BY_MICRORNAS	10	8		
REACTOME_REGULATION_OF_CDH19_EXPRESSION_AND_FUNCTION	7	5		
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF	55	50		
REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO	10		Rejected!	
REACTOME_REGULATION_OF_CYTOSKELETAL_REMODELING_AND_CELL_SPREADING_BY_IPP_COMPLEX_COMPONENTS	8	7		
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	142	89		
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	107	61		
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS	97	52		
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_THE_HUMAN_SILENCING_HUB_HUSH_COMPLEX	70	31		
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	172	143		
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	10	8		
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION	21	12		
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	11	9		
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	21	10		
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS	8		Rejected!	
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	5		Rejected!	
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS	16	8		
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	32	29		
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM	12	9		
REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY	5		Rejected!	
REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	32	18		
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	82	72		
REACTOME_REGULATION_OF_IFNA_IFNB_SIGNALING	26	12		
REACTOME_REGULATION_OF_IFNG_SIGNALING	14	11		
REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	15	12		
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	124	66		
REACTOME_REGULATION_OF_INSULIN_SECRETION	78	50		
REACTOME_REGULATION_OF_KIT_SIGNALING	16	9		
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	118	86		
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	12	10		
REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY	32	28		
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_APOPTOSIS	19	14		
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION	17	16		
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY	17	17		
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_PIGMENTATION	42	30		
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	87	78		
REACTOME_REGULATION_OF_NFE2L2_GENE_EXPRESSION	8	6		
REACTOME_REGULATION_OF_NF_KAPPA_B_SIGNALING	18	14		
REACTOME_REGULATION_OF_NPAS4_GENE_EXPRESSION	13	11		
REACTOME_REGULATION_OF_NPAS4_GENE_TRANSCRIPTION	5		Rejected!	
REACTOME_REGULATION_OF_NPAS4_MRNA_TRANSLATION	9	8		
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	87	84		
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	61	45		
REACTOME_REGULATION_OF_PTEN_LOCALIZATION	9	9		
REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION	9	9		
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	69	60		
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	15	12		
REACTOME_REGULATION_OF_PYRUVATE_METABOLISM	33	29		
REACTOME_REGULATION_OF_RAS_BY_GAPS	68	58		
